tweet	party
What Dr. King understood is that the only way you make real change—whether it is racial justice, social justice or economic justice—is when millions of people come together, stand up and fight back. #MLKDay	0
"In 1968, Dr. King said “Now our struggle is for genuine equality, which means economic equality.”

The minimum wage then was worth $10.15. Today, it’s $7.25.

Our fight for human dignity must include making every job pay a living wage of at least $15 an hour. #MLKDay"	0
"""This country has socialism for the rich, rugged individualism for the poor."" -Dr. Martin Luther King Jr. #MLKDay"	0
To truly honor Dr. King we must fight to carry out his radical and bold vision for racial and economic justice in America and transform our national priorities. The struggle continues to this day, and our work is far from over. #MLKDay	0
"""When machines and computers, profit motives and property rights are considered more important than people, the giant triplets of racism, materialism and militarism are incapable of being conquered.” -Dr. Martin Luther King, Jr., Riverside Church, 1967"	0
Our job: Demilitarize police departments so they do not look like oppressing armies. …	0
"-In the 1980s, 40% of Taiwan's population lacked health insurance
-Despite some skepticism, Taiwan implemented a single-payer health care system 
-2020: Everyone is covered. They pay about $12 for comprehensive care.

We can and must achieve Medicare for All in the United States. …"	0
"How can it be that millions of people live in poverty while working full time in the world’s richest country for the world’s richest companies? How can we tolerate this? 

The answer is clear: pay every worker at least $15 an hour and let them unionize. …"	0
Marijuana must be legalized. All our people imprisoned because of it must be returned home to their families and their records expunged.	0
"I’m proud of my state, Vermont, for leading the nation in considering making free school meals universal for children.

In the richest country in the history of the world, “lunch debt” for hungry kids trying to learn at school should not exist. …"	0
"Unreliable electricity and water, untreated wounds, vermin. These prison conditions are intolerable.

We lock up more people—disproportionately Black and brown—than any other country on Earth.

We need comprehensive prison reform as a matter of racial and social justice. …"	0
"Don't you feel grateful? The world’s most expensive drug is coming out—$2-3 million a pop.

$69 billion in annual profits were just not enough for Big Pharma.

BioMarin should lose its patent monopoly for this price-gouging. Under our legislation, it will. …"	0
"250 pages.

37,500 words.

Not a single damn mention of “climate change.”

Trump’s NAFTA is a giveaway to the fossil fuel industry.

I voted NO because the future of our planet is more important than the short-term profits of Exxon Mobil and Chevron."	0
"Why will our agenda—living wages, a healthy planet, peace, health care, education and housing for all—succeed?

Because that is the agenda of the working class. The majority.

And when working people come together and fight for it, big-money interests don’t stand a chance."	0
"My friend Senator Schumer is right. Trump's NAFTA does not even mention the words ""climate change""—the existential threat facing not only our country but the entire planet. …"	0
The average student debt for black college graduates 3 years after graduation exceed $50K. Yes Senator Sanders cancel all the debt and make all public colleges and HBCUs tuition free  … …	0
"I just spoke in the Senate about how we’re making progress on a bill.

The McConnell-GOP bill includes huge bailouts without protections for people and workers and without accountability.

It has shortfalls of money for our hospitals & medical workers.

This needs to be changed."	0
"We voted no on the McConnell-GOP bill because among other problems it includes huge bailouts without protections for people and workers and without accountability, and because it shortchanges our hospitals and healthcare workers who need our help.

These changes need to be made."	0
Two Words: Hell No. …	0
"I’m fighting for our public health infrastructure. For hundreds of billions of dollars for masks, beds, ventilators, tests, and more.

I’m fighting to ensure no one goes into financial ruin because of coronavirus. Service and industry workers, gig workers, freelancers, and more."	0
